Time [s],fan_n,fan_p,PTA6,PTA7
0.056162460,0,0,1,1
0.056162462,0,1,1,1
0.056162534,0,0,1,1
0.056162558,1,0,1,1
0.056163354,1,1,1,1
0.056176080,0,1,1,1
0.056188286,0,1,0,0
0.056188446,0,0,0,0
0.056188450,0,1,0,0
0.056188462,1,1,0,0
0.056188470,0,1,0,0
0.056188492,1,1,0,0
0.056188498,0,1,0,0
0.056188514,1,1,0,0
0.056188516,0,1,0,0
0.056188528,1,1,0,0
0.056188540,0,1,0,0
0.056188544,1,1,0,0
0.056246350,1,1,0,1
0.056246352,1,1,1,1
0.056251104,0,1,1,1
0.056304272,0,1,0,0
0.056304476,1,1,0,0
0.056304482,0,1,0,0
0.056304498,1,1,0,0
0.056362320,1,1,0,1
0.056362322,1,1,1,1
0.056370704,0,1,1,1
0.056370718,1,1,1,1
0.056370980,0,1,1,1
0.056420300,0,1,1,0
0.056420302,0,1,0,0
0.056420478,1,1,0,0
0.056420480,0,1,0,0
0.056420506,1,1,0,0
0.056420510,0,1,0,0
0.056420526,1,1,0,0
0.056478378,1,1,0,1
0.056478380,1,1,1,1
0.056487344,0,1,1,1
0.056487350,1,1,1,1
0.056487758,0,1,1,1
0.056536280,0,1,1,0
0.056536282,0,1,0,0
0.056536458,1,1,0,0
0.056536462,0,1,0,0
0.056536488,1,1,0,0
0.056536492,0,1,0,0
0.056536508,1,1,0,0
0.056594306,1,1,1,1
0.056598064,0,1,1,1
0.056598068,0,0,1,1
0.056598072,0,1,1,1
0.056598088,1,1,1,1
0.056598096,1,0,1,1
0.056598098,0,0,1,1
0.056598100,0,1,1,1
0.056598106,0,0,1,1
0.056598110,0,1,1,1
0.056598114,1,1,1,1
0.056598122,1,0,1,1
0.056598126,0,1,1,1
0.056598140,1,1,1,1
0.056598170,0,0,1,1
0.056598172,0,1,1,1
0.056598178,1,1,1,1
0.056598192,0,1,1,1
0.056598204,1,1,1,1
0.056598236,0,1,1,1
0.056598240,1,1,1,1
0.056598258,0,1,1,1
0.056598264,1,1,1,1
0.056598354,0,1,1,1
0.056598366,1,1,1,1
0.056613536,0,1,1,1
0.056613542,1,1,1,1
0.056613940,0,1,1,1
0.056622030,0,0,1,1
0.056622936,0,1,1,1
0.056626116,0,0,1,1
0.056626122,0,1,1,1
0.056626124,0,0,1,1
0.056626142,0,1,1,1
0.056626148,1,1,1,1
0.056626150,0,0,1,1
0.056626166,0,1,1,1
0.056626176,1,1,1,1
0.056626178,1,0,1,1
0.056626180,0,0,1,1
0.056626184,0,1,1,1
0.056626186,0,0,1,1
0.056626194,0,1,1,1
0.056626204,0,0,1,1
0.056626210,0,1,1,1
0.056626212,0,0,1,1
0.056626218,0,1,1,1
0.056626226,0,0,1,1
0.056626236,0,1,1,1
0.056626250,0,0,1,1
0.056626260,0,1,1,1
0.056626272,0,0,1,1
0.056626282,0,1,1,1
0.056626294,0,0,1,1
0.056626302,0,1,1,1
0.056626316,0,0,1,1
0.056626322,0,1,1,1
0.056626416,0,0,1,1
0.056626440,1,0,1,1
0.056627234,1,1,1,1
0.056639982,0,1,1,1
0.056652220,0,1,1,0
0.056652222,0,1,0,0
0.056652384,0,0,0,0
0.056652386,0,1,0,0
0.056652400,1,1,0,0
0.056652406,0,1,0,0
0.056652428,1,1,0,0
0.056652434,0,1,0,0
0.056652450,1,1,0,0
0.056652454,0,1,0,0
0.056652464,1,1,0,0
0.056710242,1,1,0,1
0.056710244,1,1,1,1
0.056714904,0,1,1,1
0.056768218,0,1,1,0
0.056768220,0,1,0,0
0.056768424,1,1,0,0
0.056768428,0,1,0,0
0.056768444,1,1,0,0
0.056826278,1,1,0,1
0.056826280,1,1,1,1
0.056835026,0,1,1,1
0.056884246,0,1,1,0
0.056884248,0,1,0,0
0.056884450,1,1,0,0
0.056884454,0,1,0,0
0.056884472,1,1,0,0
0.056942306,1,1,0,1
0.056942308,1,1,1,1
0.056951692,0,1,1,1
0.057000270,0,1,0,0
0.057000446,1,1,0,0
0.057000448,0,1,0,0
0.057000474,1,1,0,0
0.057000478,0,1,0,0
0.057000496,1,1,0,0
0.057058338,1,1,0,1
0.057058340,1,1,1,1
0.057068082,0,1,1,1
0.057068116,1,1,1,1
0.057068132,0,1,1,1
0.057116322,0,1,1,0
0.057116324,0,1,0,0
0.057116500,1,1,0,0
0.057116504,0,1,0,0
0.057116528,1,1,0,0
0.057116532,0,1,0,0
0.057116550,1,1,0,0
0.057174398,1,1,0,1
0.057174400,1,1,1,1
0.057178336,0,1,1,1
0.057178338,0,0,1,1
0.057178344,0,1,1,1
0.057178362,1,1,1,1
0.057178368,1,0,1,1
0.057178372,0,1,1,1
0.057178380,0,0,1,1
0.057178382,0,1,1,1
0.057178388,1,1,1,1
0.057178396,1,0,1,1
0.057178398,1,1,1,1
0.057178400,0,1,1,1
0.057178414,1,1,1,1
0.057178434,0,1,1,1
0.057178436,1,1,1,1
0.057178442,0,0,1,1
0.057178446,0,1,1,1
0.057178450,1,1,1,1
0.057178466,0,1,1,1
0.057178478,1,1,1,1
0.057178494,0,1,1,1
0.057178498,1,1,1,1
0.057178510,0,1,1,1
0.057178514,1,1,1,1
0.057178530,0,1,1,1
0.057178538,1,1,1,1
0.057178554,0,1,1,1
0.057178562,1,1,1,1
0.057178626,0,1,1,1
0.057178638,1,1,1,1
0.057194190,0,1,1,1
0.057202308,0,0,1,1
0.057202322,0,1,1,1
0.057202426,0,0,1,1
0.057202486,0,1,1,1
0.057202566,0,0,1,1
0.057202670,0,1,1,1
0.057202692,0,0,1,1
0.057203206,0,1,1,1
0.057206380,1,1,1,1
0.057206382,0,1,1,1
0.057206386,0,0,1,1
0.057206394,0,1,1,1
0.057206396,0,0,1,1
0.057206416,0,1,1,1
0.057206420,0,0,1,1
0.057206440,0,1,1,1
0.057206450,1,0,1,1
0.057206452,0,0,1,1
0.057206466,0,1,1,1
0.057206476,0,0,1,1
0.057206484,0,1,1,1
0.057206486,0,0,1,1
0.057206490,0,1,1,1
0.057206500,0,0,1,1
0.057206510,0,1,1,1
0.057206522,0,0,1,1
0.057206534,0,1,1,1
0.057206546,0,0,1,1
0.057206554,0,1,1,1
0.057206568,0,0,1,1
0.057206574,0,1,1,1
0.057206590,0,0,1,1
0.057206596,0,1,1,1
0.057206614,0,0,1,1
0.057206616,0,1,1,1
0.057206686,0,0,1,1
0.057206714,1,0,1,1
0.057207506,1,1,1,1
0.057219838,0,1,1,1
0.057219844,1,1,1,1
0.057220140,0,1,1,1
0.057232368,0,1,1,0
0.057232370,0,1,0,0
0.057232534,0,0,0,0
0.057232536,0,1,0,0
0.057232550,1,1,0,0
0.057232556,0,1,0,0
0.057232580,1,1,0,0
0.057232584,0,1,0,0
0.057232600,1,1,0,0
0.057232604,0,1,0,0
0.057232614,1,1,0,0
0.057290440,1,1,0,1
0.057290442,1,1,1,1
0.057295176,0,1,1,1
0.057348364,0,1,1,0
0.057348366,0,1,0,0
0.057348570,1,1,0,0
0.057348576,0,1,0,0
0.057348592,1,1,0,0
0.057406400,1,1,0,1
0.057406402,1,1,1,1
0.057415094,0,1,1,1
0.057415110,1,1,1,1
0.057415118,0,1,1,1
0.057415144,1,1,1,1
0.057415148,0,1,1,1
0.057415170,1,1,1,1
0.057415238,0,1,1,1
0.057464384,0,1,0,0
0.057464562,1,1,0,0
0.057464564,0,1,0,0
0.057464590,1,1,0,0
0.057464594,0,1,0,0
0.057464610,1,1,0,0
0.057522522,1,1,0,1
0.057522524,1,1,1,1
0.057531728,0,1,1,1
0.057531736,1,1,1,1
0.057531872,0,1,1,1
0.057531932,1,1,1,1
0.057531996,0,1,1,1
0.057580472,0,1,0,0
0.057580648,1,1,0,0
0.057580650,0,1,0,0
0.057580676,1,1,0,0
0.057580680,0,1,0,0
0.057580696,1,1,0,0
0.057638502,1,1,0,1
0.057638504,1,1,1,1
0.057642278,0,1,1,1
0.057642280,0,0,1,1
0.057642284,0,1,1,1
0.057642302,1,1,1,1
0.057642310,1,0,1,1
0.057642312,0,0,1,1
0.057642314,0,1,1,1
0.057642320,0,0,1,1
0.057642322,0,1,1,1
0.057642328,1,1,1,1
0.057642336,1,0,1,1
0.057642338,1,1,1,1
0.057642340,0,1,1,1
0.057642354,1,1,1,1
0.057642382,0,0,1,1
0.057642386,0,1,1,1
0.057642390,1,1,1,1
0.057642406,0,1,1,1
0.057642418,1,1,1,1
0.057642450,0,1,1,1
0.057642454,1,1,1,1
0.057642470,0,1,1,1
0.057642478,1,1,1,1
0.057642494,0,1,1,1
0.057642500,1,1,1,1
0.057642566,0,1,1,1
0.057642580,1,1,1,1
0.057657904,0,1,1,1
0.057657914,1,1,1,1
0.057658030,0,1,1,1
0.057666244,0,0,1,1
0.057667146,0,1,1,1
0.057670318,1,1,1,1
0.057670320,0,1,1,1
0.057670324,0,0,1,1
0.057670332,0,1,1,1
0.057670334,0,0,1,1
0.057670352,0,1,1,1
0.057670358,1,0,1,1
0.057670360,0,0,1,1
0.057670376,0,1,1,1
0.057670386,1,1,1,1
0.057670388,1,0,1,1
0.057670390,0,0,1,1
0.057670394,0,1,1,1
0.057670396,0,0,1,1
0.057670402,0,1,1,1
0.057670412,0,0,1,1
0.057670420,0,1,1,1
0.057670422,0,0,1,1
0.057670428,0,1,1,1
0.057670436,0,0,1,1
0.057670446,0,1,1,1
0.057670458,0,0,1,1
0.057670470,0,1,1,1
0.057670482,0,0,1,1
0.057670492,0,1,1,1
0.057670504,0,0,1,1
0.057670512,0,1,1,1
0.057670526,0,0,1,1
0.057670532,0,1,1,1
0.057670550,0,0,1,1
0.057670552,0,1,1,1
0.057670626,0,0,1,1
0.057670650,1,0,1,1
0.057671446,1,1,1,1
0.057684194,0,1,1,1
0.057696416,0,1,1,0
0.057696418,0,1,0,0
0.057696582,0,0,0,0
0.057696584,0,1,0,0
0.057696598,1,1,0,0
0.057696604,0,1,0,0
0.057696628,1,1,0,0
0.057696632,0,1,0,0
0.057696648,1,1,0,0
0.057696652,0,1,0,0
0.057696662,1,1,0,0
0.057754432,1,1,0,1
0.057754434,1,1,1,1
0.057758580,0,1,1,1
0.057758590,1,1,1,1
0.057759102,0,1,1,1
0.057812400,0,1,0,0
0.057812606,1,1,0,0
0.057812610,0,1,0,0
0.057812626,1,1,0,0
0.057870472,1,1,0,1
0.057870474,1,1,1,1
0.057879266,0,1,1,1
0.057928466,0,1,0,0
0.057928644,1,1,0,0
0.057928646,0,1,0,0
0.057928672,1,1,0,0
0.057928676,0,1,0,0
0.057928692,1,1,0,0
0.057986542,1,1,0,1
0.057986544,1,1,1,1
0.057995992,0,1,1,1
0.058044460,0,1,1,0
0.058044462,0,1,0,0
0.058044638,1,1,0,0
0.058044640,0,1,0,0
0.058044666,1,1,0,0
0.058044670,0,1,0,0
0.058044688,1,1,0,0
0.058102488,1,1,0,1
0.058102490,1,1,1,1
0.058106208,0,1,1,1
0.058106212,0,0,1,1
0.058106216,0,1,1,1
0.058106232,1,1,1,1
0.058106240,1,0,1,1
0.058106244,0,1,1,1
0.058106252,0,0,1,1
0.058106254,0,1,1,1
0.058106258,1,1,1,1
0.058106268,1,0,1,1
0.058106270,0,1,1,1
0.058106284,1,1,1,1
0.058106314,0,0,1,1
0.058106316,0,1,1,1
0.058106322,1,1,1,1
0.058106336,0,1,1,1
0.058106350,1,1,1,1
0.058106380,0,1,1,1
0.058106384,1,1,1,1
0.058106400,0,1,1,1
0.058106408,1,1,1,1
0.058106496,0,1,1,1
0.058106510,1,1,1,1
0.058122124,0,1,1,1
0.058130034,0,0,1,1
0.058130104,0,1,1,1
0.058130158,0,0,1,1
0.058131078,0,1,1,1
0.058134258,0,0,1,1
0.058134264,0,1,1,1
0.058134266,0,0,1,1
0.058134284,0,1,1,1
0.058134290,1,1,1,1
0.058134292,0,0,1,1
0.058134308,0,1,1,1
0.058134318,1,1,1,1
0.058134320,1,0,1,1
0.058134322,0,0,1,1
0.058134326,0,1,1,1
0.058134328,0,0,1,1
0.058134334,0,1,1,1
0.058134346,0,0,1,1
0.058134352,0,1,1,1
0.058134354,0,0,1,1
0.058134360,0,1,1,1
0.058134368,0,0,1,1
0.058134378,0,1,1,1
0.058134392,0,0,1,1
0.058134402,0,1,1,1
0.058134414,0,0,1,1
0.058134424,0,1,1,1
0.058134436,0,0,1,1
0.058134444,0,1,1,1
0.058134458,0,0,1,1
0.058134464,0,1,1,1
0.058134558,0,0,1,1
0.058134582,1,0,1,1
0.058135380,1,1,1,1
0.058147584,0,1,1,1
0.058147594,1,1,1,1
0.058147998,0,1,1,1
0.058160466,0,1,1,0
0.058160468,0,1,0,0
0.058160630,0,0,0,0
0.058160634,0,1,0,0
0.058160646,1,1,0,0
0.058160652,0,1,0,0
0.058160676,1,1,0,0
0.058160680,0,1,0,0
0.058160696,1,1,0,0
0.058160700,0,1,0,0
0.058160710,1,1,0,0
0.058160724,0,1,0,0
0.058160728,1,1,0,0
0.058218524,1,1,0,1
0.058218526,1,1,1,1
0.058223290,0,1,1,1
0.058276516,0,1,1,0
0.058276518,0,1,0,0
0.058276724,1,1,0,0
0.058276728,0,1,0,0
0.058276744,1,1,0,0
0.058334566,1,1,0,1
0.058334568,1,1,1,1
0.058343322,0,1,1,1
0.058392538,0,1,0,0
0.058392716,1,1,0,0
0.058392718,0,1,0,0
0.058392744,1,1,0,0
0.058392748,0,1,0,0
0.058392764,1,1,0,0
0.058450598,1,1,0,1
0.058450600,1,1,1,1
0.058459508,0,1,1,1
0.058459524,1,1,1,1
0.058459642,0,1,1,1
0.058459690,1,1,1,1
0.058459788,0,1,1,1
0.058508574,0,1,1,0
0.058508576,0,1,0,0
0.058508752,1,1,0,0
0.058508756,0,1,0,0
0.058508780,1,1,0,0
0.058508784,0,1,0,0
0.058508802,1,1,0,0
0.058566646,1,1,1,1
0.058576116,0,1,1,1
0.058576138,1,1,1,1
0.058576160,0,1,1,1
0.058576168,1,1,1,1
0.058576250,0,1,1,1
0.058624550,0,1,0,0
0.058624726,1,1,0,0
0.058624730,0,1,0,0
0.058624756,1,1,0,0
0.058624760,0,1,0,0
0.058624776,1,1,0,0
0.058682572,1,1,1,1
0.058686526,0,1,1,1
0.058686530,0,0,1,1
0.058686534,0,1,1,1
0.058686552,1,1,1,1
0.058686558,1,0,1,1
0.058686562,0,1,1,1
0.058686570,0,0,1,1
0.058686572,0,1,1,1
0.058686578,1,1,1,1
0.058686586,1,0,1,1
0.058686588,1,1,1,1
0.058686590,0,1,1,1
0.058686604,1,1,1,1
0.058686624,0,1,1,1
0.058686626,1,1,1,1
0.058686632,0,0,1,1
0.058686636,0,1,1,1
0.058686640,1,1,1,1
0.058686656,0,1,1,1
0.058686668,1,1,1,1
0.058686700,0,1,1,1
0.058686704,1,1,1,1
0.058686720,0,1,1,1
0.058686728,1,1,1,1
0.058686744,0,1,1,1
0.058686752,1,1,1,1
0.058686816,0,1,1,1
0.058686828,1,1,1,1
0.058702252,0,1,1,1
0.058702374,1,1,1,1
0.058702408,0,1,1,1
0.058710866,0,0,1,1
0.058711396,0,1,1,1
0.058714570,1,1,1,1
0.058714572,0,1,1,1
0.058714576,0,0,1,1
0.058714584,0,1,1,1
0.058714586,0,0,1,1
0.058714606,0,1,1,1
0.058714610,0,0,1,1
0.058714630,0,1,1,1
0.058714640,1,0,1,1
0.058714642,0,0,1,1
0.058714656,0,1,1,1
0.058714666,0,0,1,1
0.058714680,0,1,1,1
0.058714690,0,0,1,1
0.058714700,0,1,1,1
0.058714712,0,0,1,1
0.058714722,0,1,1,1
0.058714736,0,0,1,1
0.058714744,0,1,1,1
0.058714758,0,0,1,1
0.058714764,0,1,1,1
0.058714780,0,0,1,1
0.058714786,0,1,1,1
0.058714804,0,0,1,1
0.058714806,0,1,1,1
0.058714878,0,0,1,1
0.058714902,1,0,1,1
0.058715698,1,1,1,1
0.058728416,0,1,1,1
0.058740538,0,1,0,0
0.058740700,0,0,0,0
0.058740704,0,1,0,0
0.058740718,1,1,0,0
0.058740724,0,1,0,0
0.058740746,1,1,0,0
0.058740752,0,1,0,0
0.058740768,1,1,0,0
0.058740772,0,1,0,0
0.058740782,1,1,0,0
0.058798626,1,1,1,1
0.058802960,0,1,1,1
0.058802974,1,1,1,1
0.058803236,0,1,1,1
0.058856556,0,1,0,0
0.058856760,1,1,0,0
0.058856766,0,1,0,0
0.058856782,1,1,0,0
0.058914608,1,1,0,1
0.058914610,1,1,1,1
0.058923092,0,1,1,1
0.058923100,1,1,1,1
0.058923510,0,1,1,1
0.058972536,0,1,1,0
0.058972538,0,1,0,0
0.058972740,1,1,0,0
0.058972746,0,1,0,0
0.058972762,1,1,0,0
0.059030580,1,1,1,1
0.059040096,0,1,1,1
0.059088576,0,1,0,0
0.059088752,1,1,0,0
0.059088754,0,1,0,0
0.059088780,1,1,0,0
0.059088784,0,1,0,0
0.059088802,1,1,0,0
0.059146654,1,1,0,1
0.059146656,1,1,1,1
0.059150458,0,1,1,1
0.059150460,0,0,1,1
0.059150464,0,1,1,1
0.059150482,1,1,1,1
0.059150490,1,0,1,1
0.059150492,0,0,1,1
0.059150494,0,1,1,1
0.059150500,0,0,1,1
0.059150504,0,1,1,1
0.059150508,1,1,1,1
0.059150516,1,0,1,1
0.059150520,0,1,1,1
0.059150534,1,1,1,1
0.059150564,0,0,1,1
0.059150566,0,1,1,1
0.059150572,1,1,1,1
0.059150586,0,1,1,1
0.059150600,1,1,1,1
0.059150630,0,1,1,1
0.059150634,1,1,1,1
0.059150652,0,1,1,1
0.059150660,1,1,1,1
0.059150676,0,1,1,1
0.059150682,1,1,1,1
0.059150748,0,1,1,1
0.059150760,1,1,1,1
0.059166352,0,1,1,1
0.059174412,0,0,1,1
0.059174482,0,1,1,1
0.059174532,0,0,1,1
0.059175326,0,1,1,1
0.059178506,0,0,1,1
0.059178512,0,1,1,1
0.059178514,0,0,1,1
0.059178534,0,1,1,1
0.059178538,1,1,1,1
0.059178540,1,0,1,1
0.059178542,0,0,1,1
0.059178558,0,1,1,1
0.059178568,1,0,1,1
0.059178572,0,0,1,1
0.059178576,0,1,1,1
0.059178578,0,0,1,1
0.059178584,0,1,1,1
0.059178594,0,0,1,1
0.059178602,0,1,1,1
0.059178604,0,0,1,1
0.059178608,0,1,1,1
0.059178618,0,0,1,1
0.059178628,0,1,1,1
0.059178640,0,0,1,1
0.059178650,0,1,1,1
0.059178664,0,0,1,1
0.059178672,0,1,1,1
0.059178686,0,0,1,1
0.059178692,0,1,1,1
0.059178708,0,0,1,1
0.059178714,0,1,1,1
0.059178732,0,0,1,1
0.059178734,0,1,1,1
0.059178806,0,0,1,1
0.059178832,1,0,1,1
0.059179622,1,1,1,1
0.059191966,0,1,1,1
0.059191980,1,1,1,1
0.059192238,0,1,1,1
0.059204650,0,1,0,0
0.059204814,0,0,0,0
0.059204818,0,1,0,0
0.059204830,1,1,0,0
0.059204836,0,1,0,0
0.059204860,1,1,0,0
0.059204864,0,1,0,0
0.059204880,1,1,0,0
0.059204884,0,1,0,0
0.059204894,1,1,0,0
0.059204908,0,1,0,0
0.059204910,1,1,0,0
0.059262810,1,1,0,1
0.059262812,1,1,1,1
0.059267552,0,1,1,1
0.059320778,0,1,0,0
0.059320982,1,1,0,0
0.059320986,0,1,0,0
0.059321004,1,1,0,0
0.059378836,1,1,0,1
0.059378838,1,1,1,1
0.059387644,0,1,1,1
0.059436776,0,1,0,0
0.059436980,1,1,0,0
0.059436984,0,1,0,0
0.059437000,1,1,0,0
0.059494842,1,1,0,1
0.059494844,1,1,1,1
0.059503850,0,1,1,1
0.059503868,1,1,1,1
0.059503976,0,1,1,1
0.059504040,1,1,1,1
0.059504120,0,1,1,1
0.059552792,0,1,0,0
0.059552968,1,1,0,0
0.059552972,0,1,0,0
0.059552996,1,1,0,0
0.059553002,0,1,0,0
0.059553018,1,1,0,0
0.059610846,1,1,0,1
0.059610848,1,1,1,1
0.059614634,0,1,1,1
0.059614636,0,0,1,1
0.059614640,0,1,1,1
0.059614658,1,1,1,1
0.059614666,1,0,1,1
0.059614668,0,0,1,1
0.059614670,0,1,1,1
0.059614676,0,0,1,1
0.059614678,0,1,1,1
0.059614684,1,1,1,1
0.059614692,1,0,1,1
0.059614694,1,1,1,1
0.059614696,0,1,1,1
0.059614708,1,1,1,1
0.059614738,0,0,1,1
0.059614742,0,1,1,1
0.059614746,1,1,1,1
0.059614760,0,1,1,1
0.059614774,1,1,1,1
0.059614804,0,1,1,1
0.059614810,1,1,1,1
0.059614826,0,1,1,1
0.059614834,1,1,1,1
0.059614922,0,1,1,1
0.059614936,1,1,1,1
0.059630018,0,1,1,1
0.059630028,1,1,1,1
0.059630428,0,1,1,1
0.059638558,0,0,1,1
0.059639508,0,1,1,1
0.059642684,0,0,1,1
0.059642692,0,1,1,1
0.059642694,0,0,1,1
0.059642710,0,1,1,1
0.059642716,1,1,1,1
0.059642718,1,0,1,1
0.059642720,0,0,1,1
0.059642736,0,1,1,1
0.059642744,1,1,1,1
0.059642746,1,0,1,1
0.059642750,0,0,1,1
0.059642754,0,1,1,1
0.059642756,0,0,1,1
0.059642762,0,1,1,1
0.059642772,0,0,1,1
0.059642780,0,1,1,1
0.059642782,0,0,1,1
0.059642786,0,1,1,1
0.059642794,0,0,1,1
0.059642806,0,1,1,1
0.059642818,0,0,1,1
0.059642828,0,1,1,1
0.059642842,0,0,1,1
0.059642850,0,1,1,1
0.059642864,0,0,1,1
0.059642870,0,1,1,1
0.059642886,0,0,1,1
0.059642892,0,1,1,1
0.059642986,0,0,1,1
0.059643010,1,0,1,1
0.059643808,1,1,1,1
0.059656540,0,1,1,1
0.059668770,0,1,1,0
0.059668772,0,1,0,0
0.059668932,0,0,0,0
0.059668936,0,1,0,0
0.059668948,1,1,0,0
0.059668954,0,1,0,0
0.059668978,1,1,0,0
0.059668982,0,1,0,0
0.059668998,1,1,0,0
0.059669002,0,1,0,0
0.059669012,1,1,0,0
0.059669026,0,1,0,0
0.059669028,1,1,0,0
0.059726812,1,1,0,1
0.059726814,1,1,1,1
0.059731566,0,1,1,1
0.059731602,1,1,1,1
0.059731608,0,1,1,1
0.059784730,0,1,0,0
0.059784936,1,1,0,0
0.059784940,0,1,0,0
0.059784958,1,1,0,0
0.059842766,1,1,0,1
0.059842768,1,1,1,1
0.059850818,0,1,1,1
0.059850828,1,1,1,1
0.059851322,0,1,1,1
0.059851350,1,1,1,1
0.059851376,0,1,1,1
0.059900676,0,1,1,0
0.059900678,0,1,0,0
0.059900882,1,1,0,0
0.059900886,0,1,0,0
0.059900902,1,1,0,0
0.059958784,1,1,1,1
0.059968122,0,1,1,1
0.060016740,0,1,0,0
0.060016916,1,1,0,0
0.060016918,0,1,0,0
0.060016944,1,1,0,0
0.060016948,0,1,0,0
0.060016966,1,1,0,0
0.060074760,1,1,0,1
0.060074762,1,1,1,1
0.060084536,0,1,1,1
0.060132728,0,1,0,0
0.060132904,1,1,0,0
0.060132906,0,1,0,0
0.060132932,1,1,0,0
0.060132936,0,1,0,0
0.060132954,1,1,0,0
0.060190790,1,1,1,1
0.060194694,0,1,1,1
0.060194696,0,0,1,1
0.060194700,0,1,1,1
0.060194718,1,1,1,1
0.060194726,1,0,1,1
0.060194728,0,0,1,1
0.060194730,0,1,1,1
0.060194736,0,0,1,1
0.060194740,0,1,1,1
0.060194744,1,1,1,1
0.060194754,1,0,1,1
0.060194756,0,1,1,1
0.060194770,1,1,1,1
0.060194790,0,1,1,1
0.060194794,1,1,1,1
0.060194800,0,0,1,1
0.060194804,0,1,1,1
0.060194808,1,1,1,1
0.060194822,0,1,1,1
0.060194836,1,1,1,1
0.060194866,0,1,1,1
0.060194872,1,1,1,1
0.060194888,0,1,1,1
0.060194896,1,1,1,1
0.060194912,0,1,1,1
0.060194918,1,1,1,1
0.060194984,0,1,1,1
0.060194996,1,1,1,1
0.060210528,0,1,1,1
0.060218766,0,0,1,1
0.060218814,0,1,1,1
0.060218822,0,0,1,1
0.060218836,0,1,1,1
0.060218888,0,0,1,1
0.060219562,0,1,1,1
0.060222734,1,1,1,1
0.060222736,0,1,1,1
0.060222740,0,0,1,1
0.060222748,0,1,1,1
0.060222750,0,0,1,1
0.060222770,0,1,1,1
0.060222774,0,0,1,1
0.060222794,0,1,1,1
0.060222804,1,0,1,1
0.060222808,0,0,1,1
0.060222812,0,1,1,1
0.060222814,0,0,1,1
0.060222820,0,1,1,1
0.060222830,0,0,1,1
0.060222838,0,1,1,1
0.060222840,0,0,1,1
0.060222844,0,1,1,1
0.060222854,0,0,1,1
0.060222864,0,1,1,1
0.060222876,0,0,1,1
0.060222888,0,1,1,1
0.060222900,0,0,1,1
0.060222908,0,1,1,1
0.060222922,0,0,1,1
0.060222930,0,1,1,1
0.060222944,0,0,1,1
0.060222950,0,1,1,1
0.060222968,0,0,1,1
0.060222970,0,1,1,1
0.060223042,0,0,1,1
0.060223068,1,0,1,1
0.060223862,1,1,1,1
0.060236296,0,1,1,1
0.060236306,1,1,1,1
0.060236318,0,1,1,1
0.060236336,1,1,1,1
0.060236438,0,1,1,1
0.060248704,0,1,0,0
0.060248864,0,0,0,0
0.060248868,0,1,0,0
0.060248882,1,1,0,0
0.060248888,0,1,0,0
0.060248910,1,1,0,0
0.060248916,0,1,0,0
0.060248932,1,1,0,0
0.060248936,0,1,0,0
0.060248946,1,1,0,0
0.060306746,1,1,0,1
0.060306748,1,1,1,1
0.060311454,0,1,1,1
0.060364748,0,1,1,0
0.060364750,0,1,0,0
0.060364954,1,1,0,0
0.060364958,0,1,0,0
0.060364974,1,1,0,0
0.060422836,1,1,1,1
0.060431798,0,1,1,1
0.060480760,0,1,1,0
0.060480762,0,1,0,0
0.060480936,1,1,0,0
0.060480938,0,1,0,0
0.060480964,1,1,0,0
0.060480968,0,1,0,0
0.060480986,1,1,0,0
0.060538892,1,1,0,1
0.060538894,1,1,1,1
0.060548204,0,1,1,1
0.060548212,1,1,1,1
0.060548236,0,1,1,1
0.060548254,1,1,1,1
0.060548262,0,1,1,1
0.060548340,1,1,1,1
0.060548358,0,1,1,1
0.060596868,0,1,1,0
0.060596870,0,1,0,0
0.060597046,1,1,0,0
0.060597048,0,1,0,0
0.060597074,1,1,0,0
0.060597078,0,1,0,0
0.060597094,1,1,0,0
0.060654920,1,1,1,1
0.060658632,0,1,1,1
0.060658634,0,0,1,1
0.060658638,0,1,1,1
0.060658656,1,1,1,1
0.060658664,1,0,1,1
0.060658666,0,0,1,1
0.060658668,0,1,1,1
0.060658674,0,0,1,1
0.060658678,0,1,1,1
0.060658682,1,1,1,1
0.060658690,1,0,1,1
0.060658694,0,1,1,1
0.060658708,1,1,1,1
0.060658736,0,1,1,1
0.060658738,0,0,1,1
0.060658740,0,1,1,1
0.060658744,1,1,1,1
0.060658760,0,1,1,1
0.060658772,1,1,1,1
0.060658804,0,1,1,1
0.060658808,1,1,1,1
0.060658824,0,1,1,1
0.060658832,1,1,1,1
0.060658850,0,1,1,1
0.060658852,1,1,1,1
0.060658920,0,1,1,1
0.060658932,1,1,1,1
0.060674366,0,1,1,1
0.060674372,1,1,1,1
0.060674398,0,1,1,1
0.060674416,1,1,1,1
0.060674422,0,1,1,1
0.060682394,0,0,1,1
0.060682448,0,1,1,1
0.060682516,0,0,1,1
0.060682608,0,1,1,1
0.060682646,0,0,1,1
0.060683508,0,1,1,1
0.060686686,0,0,1,1
0.060686714,0,1,1,1
0.060686720,1,0,1,1
0.060686722,0,0,1,1
0.060686738,0,1,1,1
0.060686748,1,1,1,1
0.060686750,1,0,1,1
0.060686752,0,0,1,1
0.060686756,0,1,1,1
0.060686758,0,0,1,1
0.060686764,0,1,1,1
0.060686774,0,0,1,1
0.060686782,0,1,1,1
0.060686784,0,0,1,1
0.060686788,0,1,1,1
0.060686798,0,0,1,1
