Time [s],Channel 0
2021-01-05T15:40:15.531873600+00:00,0
2021-01-05T15:40:15.531918880+00:00,1
2021-01-05T15:40:15.531937120+00:00,0
2021-01-05T15:40:15.531955200+00:00,1
2021-01-05T15:40:15.531964320+00:00,0
2021-01-05T15:40:15.531973280+00:00,1
2021-01-05T15:40:15.531982400+00:00,0
2021-01-05T15:40:15.531991520+00:00,1
2021-01-05T15:40:15.532000480+00:00,0
2021-01-05T15:40:15.532009600+00:00,1
2021-01-05T15:40:15.532027680+00:00,0
2021-01-05T15:40:15.532045920+00:00,1
2021-01-05T15:40:15.532054880+00:00,0
2021-01-05T15:40:15.532073120+00:00,1
2021-01-05T15:40:15.532091200+00:00,0
2021-01-05T15:40:15.532118400+00:00,1
2021-01-05T15:40:15.532127520+00:00,0
2021-01-05T15:40:15.532136640+00:00,1
2021-01-05T15:40:15.532145600+00:00,0
2021-01-05T15:40:15.532163840+00:00,1
2021-01-05T15:40:15.532172800+00:00,0
2021-01-05T15:40:15.532209120+00:00,1
2021-01-05T15:40:15.532218240+00:00,0
2021-01-05T15:40:15.532227200+00:00,1
2021-01-05T15:40:15.532236320+00:00,0
2021-01-05T15:40:15.532245440+00:00,1
2021-01-05T15:40:15.532272640+00:00,0
2021-01-05T15:40:15.532299840+00:00,1
2021-01-05T15:40:15.532308800+00:00,0
2021-01-05T15:40:15.532317920+00:00,1
2021-01-05T15:40:15.532327040+00:00,0
2021-01-05T15:40:15.532372320+00:00,1
2021-01-05T15:40:15.532390400+00:00,0
2021-01-05T15:40:15.532408640+00:00,1
2021-01-05T15:40:15.532417600+00:00,0
2021-01-05T15:40:15.532463040+00:00,1
2021-01-05T15:40:15.532481120+00:00,0
2021-01-05T15:40:15.532499360+00:00,1
2021-01-05T15:40:15.532508480+00:00,0
2021-01-05T15:40:15.532526560+00:00,1
2021-01-05T15:40:15.532544800+00:00,0
2021-01-05T15:40:15.532553760+00:00,1
2021-01-05T15:40:15.532572000+00:00,0
2021-01-05T15:40:15.532590080+00:00,1
2021-01-05T15:40:15.532599200+00:00,0
2021-01-05T15:40:15.532617280+00:00,1
2021-01-05T15:40:15.532635520+00:00,0
2021-01-05T15:40:15.532662720+00:00,1
2021-01-05T15:40:15.532671680+00:00,0
2021-01-05T15:40:15.532680800+00:00,1
2021-01-05T15:40:15.532689920+00:00,0
2021-01-05T15:40:15.532698880+00:00,1
2021-01-05T15:40:15.532708000+00:00,0
2021-01-05T15:40:15.532717120+00:00,1
2021-01-05T15:40:15.532726080+00:00,0
2021-01-05T15:40:15.532735200+00:00,1
2021-01-05T15:40:15.532744160+00:00,0
2021-01-05T15:40:15.532753280+00:00,1
2021-01-05T15:40:15.532762400+00:00,0
2021-01-05T15:40:15.532771360+00:00,1
2021-01-05T15:40:15.532780480+00:00,0
2021-01-05T15:40:15.532807680+00:00,1
2021-01-05T15:40:15.532816800+00:00,0
2021-01-05T15:40:15.532825760+00:00,1
2021-01-05T15:40:15.532834880+00:00,0
2021-01-05T15:40:15.532844000+00:00,1
2021-01-05T15:40:15.532852960+00:00,0
2021-01-05T15:40:15.532862080+00:00,1
2021-01-05T15:40:15.532871200+00:00,0
2021-01-05T15:40:15.532916480+00:00,1
2021-01-05T15:40:15.532934720+00:00,0
2021-01-05T15:40:15.532952800+00:00,1
2021-01-05T15:40:15.532961920+00:00,0
2021-01-05T15:40:15.533007200+00:00,1
2021-01-05T15:40:15.533025440+00:00,0
2021-01-05T15:40:15.533043520+00:00,1
2021-01-05T15:40:15.533052640+00:00,0
2021-01-05T15:40:15.533070720+00:00,1
2021-01-05T15:40:15.533088800+00:00,0
2021-01-05T15:40:15.533097920+00:00,1
2021-01-05T15:40:15.533116000+00:00,0
2021-01-05T15:40:15.533134240+00:00,1
2021-01-05T15:40:15.533143360+00:00,0
2021-01-05T15:40:15.533161440+00:00,1
2021-01-05T15:40:15.533170560+00:00,0
2021-01-05T15:40:15.533188640+00:00,1
2021-01-05T15:40:15.533206720+00:00,0
2021-01-05T15:40:15.533224800+00:00,1
2021-01-05T15:40:15.533233920+00:00,0
2021-01-05T15:40:15.533252000+00:00,1
2021-01-05T15:40:15.533261120+00:00,0
2021-01-05T15:40:15.533297280+00:00,1
2021-01-05T15:40:15.533306400+00:00,0
2021-01-05T15:40:15.533315520+00:00,1
2021-01-05T15:40:15.533324640+00:00,0
2021-01-05T15:40:15.533333600+00:00,1
2021-01-05T15:40:15.533360800+00:00,0
2021-01-05T15:40:15.533388000+00:00,1
2021-01-05T15:40:15.533397120+00:00,0
2021-01-05T15:40:15.533406240+00:00,1
2021-01-05T15:40:15.533415200+00:00,0
2021-01-05T15:40:15.533460480+00:00,1
2021-01-05T15:40:15.533478720+00:00,0
2021-01-05T15:40:15.533496800+00:00,1
2021-01-05T15:40:15.533505920+00:00,0
2021-01-05T15:40:15.533551200+00:00,1
2021-01-05T15:40:15.533569280+00:00,0
2021-01-05T15:40:15.533587520+00:00,1
2021-01-05T15:40:15.533596480+00:00,0
2021-01-05T15:40:15.533614720+00:00,1
2021-01-05T15:40:15.533632800+00:00,0
2021-01-05T15:40:15.533641920+00:00,1
2021-01-05T15:40:15.533660000+00:00,0
2021-01-05T15:40:15.533678240+00:00,1
2021-01-05T15:40:15.533687200+00:00,0
2021-01-05T15:40:15.533705440+00:00,1
2021-01-05T15:40:15.533723520+00:00,0
2021-01-05T15:40:15.533750720+00:00,1
2021-01-05T15:40:15.533759840+00:00,0
2021-01-05T15:40:15.533768960+00:00,1
2021-01-05T15:40:15.533777920+00:00,0
2021-01-05T15:40:15.533787040+00:00,1
2021-01-05T15:40:15.533796160+00:00,0
2021-01-05T15:40:15.533805120+00:00,1
2021-01-05T15:40:15.533814240+00:00,0
2021-01-05T15:40:15.533823360+00:00,1
2021-01-05T15:40:15.533832480+00:00,0
2021-01-05T15:40:15.533841440+00:00,1
2021-01-05T15:40:15.533850560+00:00,0
2021-01-05T15:40:15.533859680+00:00,1
2021-01-05T15:40:15.533868640+00:00,0
2021-01-05T15:40:15.533895840+00:00,1
2021-01-05T15:40:15.533904960+00:00,0
2021-01-05T15:40:15.533914080+00:00,1
2021-01-05T15:40:15.533923040+00:00,0
2021-01-05T15:40:15.533932160+00:00,1
2021-01-05T15:40:15.533941280+00:00,0
2021-01-05T15:40:15.533950400+00:00,1
2021-01-05T15:40:15.533959360+00:00,0
2021-01-05T15:40:15.534004800+00:00,1
2021-01-05T15:40:15.534022880+00:00,0
2021-01-05T15:40:15.534041120+00:00,1
2021-01-05T15:40:15.534050080+00:00,0
2021-01-05T15:40:15.534095520+00:00,1
2021-01-05T15:40:15.534113600+00:00,0
2021-01-05T15:40:15.534131680+00:00,1
2021-01-05T15:40:15.534140800+00:00,0
2021-01-05T15:40:15.534158880+00:00,1
2021-01-05T15:40:15.534177120+00:00,0
2021-01-05T15:40:15.534186240+00:00,1
2021-01-05T15:40:15.534204320+00:00,0
2021-01-05T15:40:15.534222400+00:00,1
2021-01-05T15:40:15.534231520+00:00,0
2021-01-05T15:40:15.534276800+00:00,1
2021-01-05T15:40:15.534294880+00:00,0
2021-01-05T15:40:15.534313120+00:00,1
2021-01-05T15:40:15.534322080+00:00,0
2021-01-05T15:40:15.534340160+00:00,1
2021-01-05T15:40:15.534349280+00:00,0
2021-01-05T15:40:15.534385600+00:00,1
2021-01-05T15:40:15.534394720+00:00,0
2021-01-05T15:40:15.534403680+00:00,1
2021-01-05T15:40:15.534412800+00:00,0
2021-01-05T15:40:15.534421920+00:00,1
2021-01-05T15:40:15.534449120+00:00,0
2021-01-05T15:40:15.534476320+00:00,1
2021-01-05T15:40:15.534485280+00:00,0
2021-01-05T15:40:15.534494400+00:00,1
2021-01-05T15:40:15.534503520+00:00,0
2021-01-05T15:40:15.534548800+00:00,1
2021-01-05T15:40:15.534566880+00:00,0
2021-01-05T15:40:15.534585120+00:00,1
2021-01-05T15:40:15.534594080+00:00,0
2021-01-05T15:40:15.534639360+00:00,1
2021-01-05T15:40:15.534657600+00:00,0
2021-01-05T15:40:15.534675680+00:00,1
2021-01-05T15:40:15.534684800+00:00,0
2021-01-05T15:40:15.534702880+00:00,1
2021-01-05T15:40:15.534720960+00:00,0
2021-01-05T15:40:15.534730080+00:00,1
2021-01-05T15:40:15.534748160+00:00,0
2021-01-05T15:40:15.534766400+00:00,1
2021-01-05T15:40:15.534775520+00:00,0
2021-01-05T15:40:15.534793600+00:00,1
2021-01-05T15:40:15.534811680+00:00,0
2021-01-05T15:40:15.534838880+00:00,1
2021-01-05T15:40:15.534848000+00:00,0
2021-01-05T15:40:15.534857120+00:00,1
2021-01-05T15:40:15.534866080+00:00,0
2021-01-05T15:40:15.534875200+00:00,1
2021-01-05T15:40:15.534884320+00:00,0
2021-01-05T15:40:15.534893280+00:00,1
2021-01-05T15:40:15.534902400+00:00,0
2021-01-05T15:40:15.534911520+00:00,1
2021-01-05T15:40:15.534920640+00:00,0
2021-01-05T15:40:15.534929600+00:00,1
2021-01-05T15:40:15.534938720+00:00,0
2021-01-05T15:40:15.534947840+00:00,1
2021-01-05T15:40:15.534956800+00:00,0
2021-01-05T15:40:15.534984000+00:00,1
2021-01-05T15:40:15.534993120+00:00,0
2021-01-05T15:40:15.535002080+00:00,1
2021-01-05T15:40:15.535011200+00:00,0
2021-01-05T15:40:15.535020320+00:00,1
2021-01-05T15:40:15.535029280+00:00,0
2021-01-05T15:40:15.535038400+00:00,1
2021-01-05T15:40:15.535047360+00:00,0
2021-01-05T15:40:15.535092800+00:00,1
2021-01-05T15:40:15.535110880+00:00,0
2021-01-05T15:40:15.535128960+00:00,1
2021-01-05T15:40:15.535138080+00:00,0
2021-01-05T15:40:15.535183520+00:00,1
2021-01-05T15:40:15.535201600+00:00,0
2021-01-05T15:40:15.535219680+00:00,1
2021-01-05T15:40:15.535228800+00:00,0
2021-01-05T15:40:15.535237920+00:00,1
2021-01-05T15:40:15.535246880+00:00,0
2021-01-05T15:40:15.535256000+00:00,1
2021-01-05T15:40:15.535264960+00:00,0
2021-01-05T15:40:15.535274080+00:00,1
2021-01-05T15:40:15.535292160+00:00,0
2021-01-05T15:40:15.535310400+00:00,1
2021-01-05T15:40:15.535319520+00:00,0
2021-01-05T15:40:15.535337600+00:00,1
2021-01-05T15:40:15.535355680+00:00,0
2021-01-05T15:40:15.535382880+00:00,1
2021-01-05T15:40:15.535392000+00:00,0
2021-01-05T15:40:15.535401120+00:00,1
2021-01-05T15:40:15.535410080+00:00,0
2021-01-05T15:40:15.535428320+00:00,1
2021-01-05T15:40:15.535437280+00:00,0
2021-01-05T15:40:15.535473600+00:00,1
2021-01-05T15:40:15.535482720+00:00,0
2021-01-05T15:40:15.535491680+00:00,1
2021-01-05T15:40:15.535500800+00:00,0
2021-01-05T15:40:15.535509920+00:00,1
2021-01-05T15:40:15.535537120+00:00,0
2021-01-05T15:40:15.535564320+00:00,1
2021-01-05T15:40:15.535573280+00:00,0
2021-01-05T15:40:15.535582400+00:00,1
2021-01-05T15:40:15.535591520+00:00,0
2021-01-05T15:40:15.535636960+00:00,1
2021-01-05T15:40:15.535655040+00:00,0
2021-01-05T15:40:15.535673280+00:00,1
2021-01-05T15:40:15.535682240+00:00,0
2021-01-05T15:40:15.535727680+00:00,1
2021-01-05T15:40:15.535745760+00:00,0
2021-01-05T15:40:15.535763840+00:00,1
2021-01-05T15:40:15.535772960+00:00,0
2021-01-05T15:40:15.535791040+00:00,1
2021-01-05T15:40:15.535809280+00:00,0
2021-01-05T15:40:15.535818240+00:00,1
2021-01-05T15:40:15.535836480+00:00,0
2021-01-05T15:40:15.535854560+00:00,1
2021-01-05T15:40:15.535863680+00:00,0
2021-01-05T15:40:15.535881760+00:00,1
2021-01-05T15:40:15.535899840+00:00,0
2021-01-05T15:40:15.535927040+00:00,1
2021-01-05T15:40:15.535936160+00:00,0
2021-01-05T15:40:15.535945280+00:00,1
2021-01-05T15:40:15.535954240+00:00,0
2021-01-05T15:40:15.535963360+00:00,1
2021-01-05T15:40:15.535972320+00:00,0
2021-01-05T15:40:15.535981440+00:00,1
2021-01-05T15:40:15.535990560+00:00,0
2021-01-05T15:40:15.535999680+00:00,1
2021-01-05T15:40:15.536008640+00:00,0
2021-01-05T15:40:15.536017760+00:00,1
2021-01-05T15:40:15.536026720+00:00,0
2021-01-05T15:40:15.536035840+00:00,1
2021-01-05T15:40:15.536044960+00:00,0
2021-01-05T15:40:15.536072160+00:00,1
2021-01-05T15:40:15.536081280+00:00,0
2021-01-05T15:40:15.536090240+00:00,1
2021-01-05T15:40:15.536099360+00:00,0
2021-01-05T15:40:15.536108480+00:00,1
2021-01-05T15:40:15.536117440+00:00,0
2021-01-05T15:40:15.536126560+00:00,1
2021-01-05T15:40:15.536135680+00:00,0
2021-01-05T15:40:15.536180800+00:00,1
2021-01-05T15:40:15.536199040+00:00,0
2021-01-05T15:40:15.536217120+00:00,1
2021-01-05T15:40:15.536226240+00:00,0
2021-01-05T15:40:15.536271520+00:00,1
2021-01-05T15:40:15.536289760+00:00,0
2021-01-05T15:40:15.536307840+00:00,1
2021-01-05T15:40:15.536316960+00:00,0
2021-01-05T15:40:15.536335040+00:00,1
2021-01-05T15:40:15.536353120+00:00,0
2021-01-05T15:40:15.536362240+00:00,1
2021-01-05T15:40:15.536380320+00:00,0
2021-01-05T15:40:15.536398560+00:00,1
2021-01-05T15:40:15.536407680+00:00,0
2021-01-05T15:40:15.536425760+00:00,1
2021-01-05T15:40:15.536434880+00:00,0
2021-01-05T15:40:15.536452960+00:00,1
2021-01-05T15:40:15.536471040+00:00,0
2021-01-05T15:40:15.536489280+00:00,1
2021-01-05T15:40:15.536498240+00:00,0
2021-01-05T15:40:15.536516320+00:00,1
2021-01-05T15:40:15.536525440+00:00,0
2021-01-05T15:40:15.536561760+00:00,1
2021-01-05T15:40:15.536570720+00:00,0
2021-01-05T15:40:15.536579840+00:00,1
2021-01-05T15:40:15.536588960+00:00,0
2021-01-05T15:40:15.536597920+00:00,1
2021-01-05T15:40:15.536625120+00:00,0
2021-01-05T15:40:15.536652320+00:00,1
2021-01-05T15:40:15.536661440+00:00,0
2021-01-05T15:40:15.536670560+00:00,1
2021-01-05T15:40:15.536679520+00:00,0
2021-01-05T15:40:15.536724800+00:00,1
2021-01-05T15:40:15.536742880+00:00,0
2021-01-05T15:40:15.536761120+00:00,1
2021-01-05T15:40:15.536770240+00:00,0
2021-01-05T15:40:15.536815520+00:00,1
2021-01-05T15:40:15.536833600+00:00,0
2021-01-05T15:40:15.536851840+00:00,1
2021-01-05T15:40:15.536860800+00:00,0
2021-01-05T15:40:15.536879040+00:00,1
2021-01-05T15:40:15.536897120+00:00,0
2021-01-05T15:40:15.536906240+00:00,1
2021-01-05T15:40:15.536924320+00:00,0
2021-01-05T15:40:15.536942560+00:00,1
2021-01-05T15:40:15.536951520+00:00,0
2021-01-05T15:40:15.536969760+00:00,1
2021-01-05T15:40:15.536987840+00:00,0
2021-01-05T15:40:15.537015040+00:00,1
2021-01-05T15:40:15.537024160+00:00,0
2021-01-05T15:40:15.537033120+00:00,1
2021-01-05T15:40:15.537042240+00:00,0
2021-01-05T15:40:15.537051360+00:00,1
2021-01-05T15:40:15.537060480+00:00,0
2021-01-05T15:40:15.537069440+00:00,1
2021-01-05T15:40:15.537078560+00:00,0
2021-01-05T15:40:15.537087680+00:00,1
2021-01-05T15:40:15.537096640+00:00,0
2021-01-05T15:40:15.537105760+00:00,1
2021-01-05T15:40:15.537114880+00:00,0
2021-01-05T15:40:15.537123840+00:00,1
2021-01-05T15:40:15.537132960+00:00,0
2021-01-05T15:40:15.537160160+00:00,1
2021-01-05T15:40:15.537169280+00:00,0
2021-01-05T15:40:15.537178240+00:00,1
2021-01-05T15:40:15.537187360+00:00,0
2021-01-05T15:40:15.537196480+00:00,1
2021-01-05T15:40:15.537205440+00:00,0
2021-01-05T15:40:15.537214560+00:00,1
2021-01-05T15:40:15.537223680+00:00,0
2021-01-05T15:40:15.537268960+00:00,1
2021-01-05T15:40:15.537287200+00:00,0
2021-01-05T15:40:15.537305280+00:00,1
2021-01-05T15:40:15.537314400+00:00,0
2021-01-05T15:40:15.537359680+00:00,1
2021-01-05T15:40:15.537377920+00:00,0
2021-01-05T15:40:15.537396000+00:00,1
2021-01-05T15:40:15.537405120+00:00,0
2021-01-05T15:40:15.537423200+00:00,1
2021-01-05T15:40:15.537441280+00:00,0
2021-01-05T15:40:15.537450400+00:00,1
2021-01-05T15:40:15.537468480+00:00,0
2021-01-05T15:40:15.537486560+00:00,1
2021-01-05T15:40:15.537495680+00:00,0
2021-01-05T15:40:15.537540960+00:00,1
2021-01-05T15:40:15.537559200+00:00,0
2021-01-05T15:40:15.537577280+00:00,1
2021-01-05T15:40:15.537586400+00:00,0
2021-01-05T15:40:15.537604480+00:00,1
2021-01-05T15:40:15.537613600+00:00,0
2021-01-05T15:40:15.537649920+00:00,1
2021-01-05T15:40:15.537658880+00:00,0
2021-01-05T15:40:15.537668000+00:00,1
2021-01-05T15:40:15.537676960+00:00,0
2021-01-05T15:40:15.537686080+00:00,1
2021-01-05T15:40:15.537713280+00:00,0
2021-01-05T15:40:15.537740480+00:00,1
2021-01-05T15:40:15.537749600+00:00,0
2021-01-05T15:40:15.537758560+00:00,1
2021-01-05T15:40:15.537767680+00:00,0
2021-01-05T15:40:15.537812960+00:00,1
2021-01-05T15:40:15.537831200+00:00,0
2021-01-05T15:40:15.537849280+00:00,1
2021-01-05T15:40:15.537858400+00:00,0
2021-01-05T15:40:15.537903680+00:00,1
2021-01-05T15:40:15.537921920+00:00,0
2021-01-05T15:40:15.537940000+00:00,1
2021-01-05T15:40:15.537949120+00:00,0
2021-01-05T15:40:15.537967200+00:00,1
2021-01-05T15:40:15.537985280+00:00,0
2021-01-05T15:40:15.537994400+00:00,1
2021-01-05T15:40:15.538012480+00:00,0
2021-01-05T15:40:15.538030560+00:00,1
2021-01-05T15:40:15.538039680+00:00,0
2021-01-05T15:40:15.538057760+00:00,1
2021-01-05T15:40:15.538076000+00:00,0
2021-01-05T15:40:15.538103200+00:00,1
2021-01-05T15:40:15.538112160+00:00,0
2021-01-05T15:40:15.538121280+00:00,1
2021-01-05T15:40:15.538130400+00:00,0
2021-01-05T15:40:15.538139360+00:00,1
2021-01-05T15:40:15.538148480+00:00,0
2021-01-05T15:40:15.538157600+00:00,1
2021-01-05T15:40:15.538166720+00:00,0
2021-01-05T15:40:15.538175680+00:00,1
2021-01-05T15:40:15.538184800+00:00,0
2021-01-05T15:40:15.538193920+00:00,1
2021-01-05T15:40:15.538202880+00:00,0
2021-01-05T15:40:15.538212000+00:00,1
2021-01-05T15:40:15.538221120+00:00,0
2021-01-05T15:40:15.538248320+00:00,1
2021-01-05T15:40:15.538257280+00:00,0
2021-01-05T15:40:15.538266400+00:00,1
2021-01-05T15:40:15.538275520+00:00,0
2021-01-05T15:40:15.538284640+00:00,1
2021-01-05T15:40:15.538293600+00:00,0
2021-01-05T15:40:15.538302720+00:00,1
2021-01-05T15:40:15.538311840+00:00,0
2021-01-05T15:40:15.538357120+00:00,1
2021-01-05T15:40:15.538375200+00:00,0
2021-01-05T15:40:15.538393280+00:00,1
2021-01-05T15:40:15.538402400+00:00,0
2021-01-05T15:40:15.538447680+00:00,1
2021-01-05T15:40:15.538465920+00:00,0
2021-01-05T15:40:15.538484000+00:00,1
2021-01-05T15:40:15.538493120+00:00,0
2021-01-05T15:40:15.538502240+00:00,1
2021-01-05T15:40:15.538511200+00:00,0
2021-01-05T15:40:15.538520320+00:00,1
2021-01-05T15:40:15.538529440+00:00,0
2021-01-05T15:40:15.538538400+00:00,1
2021-01-05T15:40:15.538556640+00:00,0
2021-01-05T15:40:15.538574720+00:00,1
2021-01-05T15:40:15.538583840+00:00,0
2021-01-05T15:40:15.538601920+00:00,1
2021-01-05T15:40:15.538620160+00:00,0
2021-01-05T15:40:15.538647360+00:00,1
2021-01-05T15:40:15.538656320+00:00,0
2021-01-05T15:40:15.538665440+00:00,1
2021-01-05T15:40:15.538674560+00:00,0
2021-01-05T15:40:15.538692640+00:00,1
2021-01-05T15:40:15.538701760+00:00,0
2021-01-05T15:40:15.538737920+00:00,1
2021-01-05T15:40:15.538747040+00:00,0
2021-01-05T15:40:15.538756160+00:00,1
2021-01-05T15:40:15.538765120+00:00,0
2021-01-05T15:40:15.538774240+00:00,1
2021-01-05T15:40:15.538801440+00:00,0
2021-01-05T15:40:15.538828640+00:00,1
2021-01-05T15:40:15.538837760+00:00,0
2021-01-05T15:40:15.538846720+00:00,1
2021-01-05T15:40:15.538855840+00:00,0
2021-01-05T15:40:15.538901120+00:00,1
2021-01-05T15:40:15.538919360+00:00,0
2021-01-05T15:40:15.538937440+00:00,1
2021-01-05T15:40:15.538946400+00:00,0
2021-01-05T15:40:15.538991840+00:00,1
2021-01-05T15:40:15.539009920+00:00,0
2021-01-05T15:40:15.539028000+00:00,1
2021-01-05T15:40:15.539037120+00:00,0
2021-01-05T15:40:15.539055200+00:00,1
2021-01-05T15:40:15.539073440+00:00,0
2021-01-05T15:40:15.539082400+00:00,1
2021-01-05T15:40:15.539100640+00:00,0
2021-01-05T15:40:15.539118720+00:00,1
2021-01-05T15:40:15.539127840+00:00,0
2021-01-05T15:40:15.539145920+00:00,1
2021-01-05T15:40:15.539164000+00:00,0
2021-01-05T15:40:15.539191360+00:00,1
2021-01-05T15:40:15.539200320+00:00,0
2021-01-05T15:40:15.539209440+00:00,1
2021-01-05T15:40:15.539218560+00:00,0
2021-01-05T15:40:15.539227520+00:00,1
2021-01-05T15:40:15.539236640+00:00,0
2021-01-05T15:40:15.539245760+00:00,1
2021-01-05T15:40:15.539254720+00:00,0
2021-01-05T15:40:15.539263840+00:00,1
2021-01-05T15:40:15.539272960+00:00,0
2021-01-05T15:40:15.539281920+00:00,1
2021-01-05T15:40:15.539291040+00:00,0
2021-01-05T15:40:15.539300160+00:00,1
2021-01-05T15:40:15.539309120+00:00,0
2021-01-05T15:40:15.539336320+00:00,1
2021-01-05T15:40:15.539345440+00:00,0
2021-01-05T15:40:15.539354560+00:00,1
2021-01-05T15:40:15.539363520+00:00,0
2021-01-05T15:40:15.539372640+00:00,1
2021-01-05T15:40:15.539381760+00:00,0
2021-01-05T15:40:15.539390720+00:00,1
2021-01-05T15:40:15.539399840+00:00,0
2021-01-05T15:40:15.539445120+00:00,1
2021-01-05T15:40:15.539463360+00:00,0
2021-01-05T15:40:15.539481440+00:00,1
2021-01-05T15:40:15.539490560+00:00,0
2021-01-05T15:40:15.539535840+00:00,1
2021-01-05T15:40:15.539554080+00:00,0
2021-01-05T15:40:15.539572160+00:00,1
2021-01-05T15:40:15.539581280+00:00,0
2021-01-05T15:40:15.539599360+00:00,1
2021-01-05T15:40:15.539617600+00:00,0
2021-01-05T15:40:15.539626560+00:00,1
2021-01-05T15:40:15.539644800+00:00,0
2021-01-05T15:40:15.539662880+00:00,1
2021-01-05T15:40:15.539672000+00:00,0
2021-01-05T15:40:15.539690080+00:00,1
2021-01-05T15:40:15.539699200+00:00,0
2021-01-05T15:40:15.539717280+00:00,1
2021-01-05T15:40:15.539735520+00:00,0
2021-01-05T15:40:15.539753600+00:00,1
2021-01-05T15:40:15.539762720+00:00,0
2021-01-05T15:40:15.539780800+00:00,1
2021-01-05T15:40:15.539789920+00:00,0
2021-01-05T15:40:15.539826240+00:00,1
2021-01-05T15:40:15.539835200+00:00,0
2021-01-05T15:40:15.539844320+00:00,1
2021-01-05T15:40:15.539853440+00:00,0
2021-01-05T15:40:15.539862400+00:00,1
2021-01-05T15:40:15.539889600+00:00,0
2021-01-05T15:40:15.539916800+00:00,1
2021-01-05T15:40:15.539925920+00:00,0
2021-01-05T15:40:15.539934880+00:00,1
2021-01-05T15:40:15.539944000+00:00,0
2021-01-05T15:40:15.539989280+00:00,1
2021-01-05T15:40:15.540007520+00:00,0
2021-01-05T15:40:15.540025600+00:00,1
2021-01-05T15:40:15.540034720+00:00,0
2021-01-05T15:40:15.540080000+00:00,1
2021-01-05T15:40:15.540098240+00:00,0
2021-01-05T15:40:15.540116320+00:00,1
2021-01-05T15:40:15.540125440+00:00,0
2021-01-05T15:40:15.540143520+00:00,1
2021-01-05T15:40:15.540161600+00:00,0
2021-01-05T15:40:15.540170720+00:00,1
2021-01-05T15:40:15.540188800+00:00,0
2021-01-05T15:40:15.540206880+00:00,1
2021-01-05T15:40:15.540216000+00:00,0
2021-01-05T15:40:15.540234240+00:00,1
2021-01-05T15:40:15.540252320+00:00,0
2021-01-05T15:40:15.540279520+00:00,1
2021-01-05T15:40:15.540288640+00:00,0
